decision_id,image_id,class_id,attribute_id,target,stage,selection_k,metric_scale,left_selector,right_selector,effect
11375::295::cub_attribute_yes_no_v1,11375,194,295,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.6458333333333333
11375::295::cub_attribute_yes_no_v1,11375,194,295,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.6354166666666667
11375::295::cub_attribute_yes_no_v1,11375,194,295,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.6354166666666667
11375::2::cub_attribute_yes_no_v1,11375,194,2,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.125
11375::2::cub_attribute_yes_no_v1,11375,194,2,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.125
11375::2::cub_attribute_yes_no_v1,11375,194,2,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.1015625
11375::2::cub_attribute_yes_no_v1,11375,194,2,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.1015625
11375::305::cub_attribute_yes_no_v1,11375,194,305,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.22135416666666666
11375::305::cub_attribute_yes_no_v1,11375,194,305,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.22135416666666666
11375::305::cub_attribute_yes_no_v1,11375,194,305,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.20572916666666666
11375::305::cub_attribute_yes_no_v1,11375,194,305,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.20572916666666666
11375::306::cub_attribute_yes_no_v1,11375,194,306,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.057291666666666685
11375::306::cub_attribute_yes_no_v1,11375,194,306,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.057291666666666685
11375::306::cub_attribute_yes_no_v1,11375,194,306,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.057291666666666685
11375::306::cub_attribute_yes_no_v1,11375,194,306,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.057291666666666685
11375::308::cub_attribute_yes_no_v1,11375,194,308,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.4140625
11375::308::cub_attribute_yes_no_v1,11375,194,308,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4140625
11375::308::cub_attribute_yes_no_v1,11375,194,308,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.40104166666666663
11375::308::cub_attribute_yes_no_v1,11375,194,308,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.40104166666666663
11375::311::cub_attribute_yes_no_v1,11375,194,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.27343749999999994
11375::311::cub_attribute_yes_no_v1,11375,194,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.27343749999999994
11375::311::cub_attribute_yes_no_v1,11375,194,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.2760416666666667
11375::311::cub_attribute_yes_no_v1,11375,194,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.2760416666666667
11375::312::cub_attribute_yes_no_v1,11375,194,312,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.32291666666666663
11375::312::cub_attribute_yes_no_v1,11375,194,312,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.32291666666666663
11375::312::cub_attribute_yes_no_v1,11375,194,312,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.38802083333333337
11375::312::cub_attribute_yes_no_v1,11375,194,312,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.38802083333333337
11375::7::cub_attribute_yes_no_v1,11375,194,7,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.06510416666666666
11375::7::cub_attribute_yes_no_v1,11375,194,7,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.06510416666666666
11375::7::cub_attribute_yes_no_v1,11375,194,7,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.04427083333333333
11375::7::cub_attribute_yes_no_v1,11375,194,7,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.04427083333333333
11375::8::cub_attribute_yes_no_v1,11375,194,8,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.25
11375::8::cub_attribute_yes_no_v1,11375,194,8,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.25
11375::8::cub_attribute_yes_no_v1,11375,194,8,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.21354166666666669
11375::8::cub_attribute_yes_no_v1,11375,194,8,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.21354166666666669
11387::100::cub_attribute_yes_no_v1,11387,194,100,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.46614583333333337
11387::100::cub_attribute_yes_no_v1,11387,194,100,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.46614583333333337
11387::100::cub_attribute_yes_no_v1,11387,194,100,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.4921875
11387::100::cub_attribute_yes_no_v1,11387,194,100,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4921875
11387::102::cub_attribute_yes_no_v1,11387,194,102,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.5442708333333333
11387::102::cub_attribute_yes_no_v1,11387,194,102,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.5442708333333333
11387::102::cub_attribute_yes_no_v1,11387,194,102,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.49479166666666663
11387::102::cub_attribute_yes_no_v1,11387,194,102,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.49479166666666663
11387::104::cub_attribute_yes_no_v1,11387,194,104,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.9036458333333333
11387::104::cub_attribute_yes_no_v1,11387,194,104,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.9036458333333333
11387::104::cub_attribute_yes_no_v1,11387,194,104,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-1.0364583333333335
11387::104::cub_attribute_yes_no_v1,11387,194,104,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.0364583333333335
11387::107::cub_attribute_yes_no_v1,11387,194,107,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.2265625
11387::107::cub_attribute_yes_no_v1,11387,194,107,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.2265625
11387::107::cub_attribute_yes_no_v1,11387,194,107,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.20572916666666666
11387::107::cub_attribute_yes_no_v1,11387,194,107,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.20572916666666666
11387::117::cub_attribute_yes_no_v1,11387,194,117,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.24479166666666669
11387::117::cub_attribute_yes_no_v1,11387,194,117,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.24479166666666669
11387::117::cub_attribute_yes_no_v1,11387,194,117,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.22395833333333331
11387::117::cub_attribute_yes_no_v1,11387,194,117,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.22395833333333331
11387::118::cub_attribute_yes_no_v1,11387,194,118,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.1171875
11387::118::cub_attribute_yes_no_v1,11387,194,118,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.1171875
11387::118::cub_attribute_yes_no_v1,11387,194,118,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.11197916666666666
11387::118::cub_attribute_yes_no_v1,11387,194,118,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.11197916666666666
11387::120::cub_attribute_yes_no_v1,11387,194,120,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.07552083333333333
11387::120::cub_attribute_yes_no_v1,11387,194,120,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.07552083333333333
11387::120::cub_attribute_yes_no_v1,11387,194,120,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.0625
11387::120::cub_attribute_yes_no_v1,11387,194,120,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.0625
11387::294::cub_attribute_yes_no_v1,11387,194,294,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.26822916666666663
11387::294::cub_attribute_yes_no_v1,11387,194,294,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.26822916666666663
11387::294::cub_attribute_yes_no_v1,11387,194,294,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2916666666666667
11387::294::cub_attribute_yes_no_v1,11387,194,294,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2916666666666667
11387::305::cub_attribute_yes_no_v1,11387,194,305,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.04166666666666667
11387::305::cub_attribute_yes_no_v1,11387,194,305,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.04166666666666667
11387::305::cub_attribute_yes_no_v1,11387,194,305,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.08854166666666666
11387::305::cub_attribute_yes_no_v1,11387,194,305,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.08854166666666666
11387::309::cub_attribute_yes_no_v1,11387,194,309,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.25520833333333337
11387::309::cub_attribute_yes_no_v1,11387,194,309,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.25520833333333337
11387::309::cub_attribute_yes_no_v1,11387,194,309,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.28125
11387::309::cub_attribute_yes_no_v1,11387,194,309,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.28125
11387::310::cub_attribute_yes_no_v1,11387,194,310,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.4453125
11387::310::cub_attribute_yes_no_v1,11387,194,310,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4453125
11387::310::cub_attribute_yes_no_v1,11387,194,310,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.5286458333333334
11387::310::cub_attribute_yes_no_v1,11387,194,310,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.5286458333333334
11387::311::cub_attribute_yes_no_v1,11387,194,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.0859375
11387::311::cub_attribute_yes_no_v1,11387,194,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.0859375
11387::311::cub_attribute_yes_no_v1,11387,194,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.109375
11387::311::cub_attribute_yes_no_v1,11387,194,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.109375
11387::7::cub_attribute_yes_no_v1,11387,194,7,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08333333333333334
11387::7::cub_attribute_yes_no_v1,11387,194,7,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.08333333333333334
11387::7::cub_attribute_yes_no_v1,11387,194,7,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.06770833333333334
11387::7::cub_attribute_yes_no_v1,11387,194,7,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.06770833333333334
11387::8::cub_attribute_yes_no_v1,11387,194,8,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.13541666666666669
11387::8::cub_attribute_yes_no_v1,11387,194,8,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.13541666666666669
11387::8::cub_attribute_yes_no_v1,11387,194,8,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.140625
11387::8::cub_attribute_yes_no_v1,11387,194,8,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.140625
11424::100::cub_attribute_yes_no_v1,11424,194,100,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.21875
11424::100::cub_attribute_yes_no_v1,11424,194,100,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.21875
11424::100::cub_attribute_yes_no_v1,11424,194,100,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.1875
11424::100::cub_attribute_yes_no_v1,11424,194,100,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.1875
11424::295::cub_attribute_yes_no_v1,11424,194,295,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.75
11424::295::cub_attribute_yes_no_v1,11424,194,295,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.75
11424::295::cub_attribute_yes_no_v1,11424,194,295,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.6276041666666666
11424::295::cub_attribute_yes_no_v1,11424,194,295,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.6276041666666666
11424::305::cub_attribute_yes_no_v1,11424,194,305,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.296875
11424::305::cub_attribute_yes_no_v1,11424,194,305,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.296875
11424::305::cub_attribute_yes_no_v1,11424,194,305,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.35416666666666663
11424::305::cub_attribute_yes_no_v1,11424,194,305,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.35416666666666663
11424::310::cub_attribute_yes_no_v1,11424,194,310,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.18489583333333331
11424::310::cub_attribute_yes_no_v1,11424,194,310,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.18489583333333331
11424::310::cub_attribute_yes_no_v1,11424,194,310,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.16927083333333331
11424::310::cub_attribute_yes_no_v1,11424,194,310,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.16927083333333331
11424::311::cub_attribute_yes_no_v1,11424,194,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.31510416666666663
11424::311::cub_attribute_yes_no_v1,11424,194,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.31510416666666663
11424::311::cub_attribute_yes_no_v1,11424,194,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.3307291666666667
11424::311::cub_attribute_yes_no_v1,11424,194,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.3307291666666667
11424::7::cub_attribute_yes_no_v1,11424,194,7,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.09895833333333333
11424::7::cub_attribute_yes_no_v1,11424,194,7,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.09895833333333333
11424::7::cub_attribute_yes_no_v1,11424,194,7,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.12239583333333334
11424::7::cub_attribute_yes_no_v1,11424,194,7,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.12239583333333334
11428::100::cub_attribute_yes_no_v1,11428,194,100,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.15625
11428::100::cub_attribute_yes_no_v1,11428,194,100,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.15625
11428::100::cub_attribute_yes_no_v1,11428,194,100,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.19270833333333334
11428::100::cub_attribute_yes_no_v1,11428,194,100,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.19270833333333334
11428::101::cub_attribute_yes_no_v1,11428,194,101,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.140625
11428::101::cub_attribute_yes_no_v1,11428,194,101,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.140625
11428::101::cub_attribute_yes_no_v1,11428,194,101,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.15104166666666669
11428::101::cub_attribute_yes_no_v1,11428,194,101,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.15104166666666669
11428::102::cub_attribute_yes_no_v1,11428,194,102,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.11979166666666666
11428::102::cub_attribute_yes_no_v1,11428,194,102,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.11979166666666666
11428::102::cub_attribute_yes_no_v1,11428,194,102,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.09895833333333334
11428::102::cub_attribute_yes_no_v1,11428,194,102,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.09895833333333334
11428::104::cub_attribute_yes_no_v1,11428,194,104,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2682291666666667
11428::104::cub_attribute_yes_no_v1,11428,194,104,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2682291666666667
11428::104::cub_attribute_yes_no_v1,11428,194,104,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.35677083333333337
11428::104::cub_attribute_yes_no_v1,11428,194,104,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.35677083333333337
11428::107::cub_attribute_yes_no_v1,11428,194,107,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.0234375
11428::107::cub_attribute_yes_no_v1,11428,194,107,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.0234375
11428::107::cub_attribute_yes_no_v1,11428,194,107,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.023437500000000003
11428::107::cub_attribute_yes_no_v1,11428,194,107,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.023437500000000003
11428::111::cub_attribute_yes_no_v1,11428,194,111,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2994791666666667
11428::111::cub_attribute_yes_no_v1,11428,194,111,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.2994791666666667
11428::111::cub_attribute_yes_no_v1,11428,194,111,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.265625
11428::111::cub_attribute_yes_no_v1,11428,194,111,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.265625
11428::117::cub_attribute_yes_no_v1,11428,194,117,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.43489583333333337
11428::117::cub_attribute_yes_no_v1,11428,194,117,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.43489583333333337
11428::117::cub_attribute_yes_no_v1,11428,194,117,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.390625
11428::117::cub_attribute_yes_no_v1,11428,194,117,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.390625
11428::118::cub_attribute_yes_no_v1,11428,194,118,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.484375
11428::118::cub_attribute_yes_no_v1,11428,194,118,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.484375
11428::118::cub_attribute_yes_no_v1,11428,194,118,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.5
11428::118::cub_attribute_yes_no_v1,11428,194,118,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.5
11428::295::cub_attribute_yes_no_v1,11428,194,295,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.09375
11428::295::cub_attribute_yes_no_v1,11428,194,295,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.09375
11428::295::cub_attribute_yes_no_v1,11428,194,295,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.13020833333333334
11428::295::cub_attribute_yes_no_v1,11428,194,295,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.13020833333333334
11428::299::cub_attribute_yes_no_v1,11428,194,299,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.12239583333333333
11428::299::cub_attribute_yes_no_v1,11428,194,299,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.12239583333333333
11428::299::cub_attribute_yes_no_v1,11428,194,299,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08854166666666667
11428::299::cub_attribute_yes_no_v1,11428,194,299,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.08854166666666667
11428::305::cub_attribute_yes_no_v1,11428,194,305,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.28645833333333337
11428::305::cub_attribute_yes_no_v1,11428,194,305,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.28645833333333337
11428::305::cub_attribute_yes_no_v1,11428,194,305,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.203125
11428::305::cub_attribute_yes_no_v1,11428,194,305,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.203125
11428::310::cub_attribute_yes_no_v1,11428,194,310,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.33854166666666663
11428::310::cub_attribute_yes_no_v1,11428,194,310,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.33854166666666663
11428::310::cub_attribute_yes_no_v1,11428,194,310,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.28385416666666663
11428::310::cub_attribute_yes_no_v1,11428,194,310,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.28385416666666663
11428::311::cub_attribute_yes_no_v1,11428,194,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.026041666666666678
11428::311::cub_attribute_yes_no_v1,11428,194,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.026041666666666678
11428::311::cub_attribute_yes_no_v1,11428,194,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.013020833333333343
11428::311::cub_attribute_yes_no_v1,11428,194,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.013020833333333343
11428::7::cub_attribute_yes_no_v1,11428,194,7,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.04427083333333333
11428::7::cub_attribute_yes_no_v1,11428,194,7,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.04427083333333333
11428::7::cub_attribute_yes_no_v1,11428,194,7,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.04427083333333333
11428::7::cub_attribute_yes_no_v1,11428,194,7,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.04427083333333333
11440::100::cub_attribute_yes_no_v1,11440,195,100,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.5963541666666666
11440::100::cub_attribute_yes_no_v1,11440,195,100,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.5963541666666666
11440::100::cub_attribute_yes_no_v1,11440,195,100,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.6015625
11440::100::cub_attribute_yes_no_v1,11440,195,100,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.6015625
11440::104::cub_attribute_yes_no_v1,11440,195,104,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-1.0859375
11440::104::cub_attribute_yes_no_v1,11440,195,104,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.0859375
11440::104::cub_attribute_yes_no_v1,11440,195,104,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-1.2135416666666665
11440::104::cub_attribute_yes_no_v1,11440,195,104,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.2135416666666665
