estimand,metric_scale,stage,contrast_type,selection_method,target,grouping,omitted_group,leave_one_group_out_estimate,full_equal_group_estimate,change_from_full
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,105,0.08942893512527797,0.09395836109802369,-0.004529425972745721
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,107,0.09411364494670654,0.09395836109802369,0.00015528384868285228
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,111,0.10273839693083353,0.09395836109802369,0.00878003583280984
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,117,0.10673482825799402,0.09395836109802369,0.012776467159970328
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,118,0.10468891776416686,0.09395836109802369,0.01073055666614317
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,120,0.09350107054194463,0.09395836109802369,-0.0004572905560790569
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,2,0.07966113998638909,0.09395836109802369,-0.014297221111634603
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,294,0.0895396122086113,0.09395836109802369,-0.004418748889412391
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,295,0.08844586220861131,0.09395836109802369,-0.005512498889412382
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,299,0.0979915798012039,0.09395836109802369,0.004033218703180214
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,305,0.09969133322310406,0.09395836109802369,0.005732972125080366
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,306,0.09413596637527798,0.09395836109802369,0.00017760527725428632
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,308,0.08721702106277797,0.09395836109802369,-0.0067413400352457215
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,309,0.09960905665305575,0.09395836109802369,0.005650695555032059
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,310,0.09725538601813512,0.09395836109802369,0.003297024920111427
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,311,0.08745465127111131,0.09395836109802369,-0.006503709826912382
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,312,0.09481118958956368,0.09395836109802369,0.0008528284915399892
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,5,0.09978266776416686,0.09395836109802369,0.00582430666614317
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,7,0.09974887560146845,0.09395836109802369,0.005790514503444755
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,8,0.0959692997086113,0.09395836109802369,0.002010938610587612
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,attribute_id,96,0.08701357054194464,0.09395836109802369,-0.00694479055607905
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,104,0.06967708510099033,0.06537976784680886,0.0042973172541814625
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,108,0.06679344166623155,0.06537976784680886,0.0014136738194226867
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,11,0.063503101150228,0.06537976784680886,-0.0018766666965808615
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,123,0.0686042022917537,0.06537976784680886,0.0032244344449448292
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,125,0.06379746702911794,0.06537976784680886,-0.0015823008176909237
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,130,0.057498679696202315,0.06537976784680886,-0.00788108815060655
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,131,0.06033340322377124,0.06537976784680886,-0.005046364623037626
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,150,0.05830787227400098,0.06537976784680886,-0.007071895572807886
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,159,0.06751918383741472,0.06537976784680886,0.002139415990605853
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,194,0.06596429156115115,0.06537976784680886,0.0005845237143422832
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,195,0.061035720540500556,0.06537976784680886,-0.004344047306308309
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,25,0.06733026549664091,0.06537976784680886,0.0019504976498320448
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,36,0.07326012921844542,0.06537976784680886,0.007880361371636557
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,56,0.05921984730706976,0.06537976784680886,-0.006159920539739107
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,65,0.06746545046426831,0.06537976784680886,0.00208568261745945
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,67,0.07065429007631926,0.06537976784680886,0.0052745222295104005
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,73,0.07015672862712337,0.06537976784680886,0.004776960780314504
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,78,0.06367900681608535,0.06537976784680886,-0.001700761030723516
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,92,0.07212996412472153,0.06537976784680886,0.006750196277912665
selector_effect::raw_yes_minus_no::vision.late::vision_cls_attention::target_1,raw_yes_minus_no,vision.late,selector_effect_by_target,vision_cls_attention,1,class_id,99,0.060665226434140906,0.06537976784680886,-0.004714541412667958
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,100,0.03315694668347663,0.03156033201402667,0.001596614669449957
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,101,0.02805712029458774,0.03156033201402667,-0.003503211719438931
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,102,0.031236373766809964,0.03156033201402667,-0.0003239582472167081
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,103,0.03415087029458774,0.03156033201402667,0.0025905382805610708
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,104,0.03155600422315917,0.03156033201402667,-4.327790867501846e-06
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,105,0.03873094841958774,0.03156033201402667,0.0071706164055610686
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,107,0.028951837556492502,0.03156033201402667,-0.0026084944575341697
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,111,0.031678358720513666,0.03156033201402667,0.00011802670648699415
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,117,0.03312174220816799,0.03156033201402667,0.0015614101941413203
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,118,0.03397899529458774,0.03156033201402667,0.002418663280561069
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,120,0.02892691196125441,0.03156033201402667,-0.002633420052772263
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,2,0.021650870294587742,0.03156033201402667,-0.00990946171943893
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,294,0.025745922377921077,0.03156033201402667,-0.005814409636105595
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,295,0.027386113350143296,0.03156033201402667,-0.004174218663883376
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,299,0.029182698998291446,0.03156033201402667,-0.002377633015735226
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,305,0.029046703627921076,0.03156033201402667,-0.002513628386105596
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,306,0.03099722446125441,0.03156033201402667,-0.0005631075527722622
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,308,0.025695466648754408,0.03156033201402667,-0.005864865365272264
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,309,0.02811643742421737,0.03156033201402667,-0.0034438945898093015
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,310,0.04514045362792107,0.03156033201402667,0.013580121613894401
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,311,0.027712882013337742,0.03156033201402667,-0.0038474500006889303
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,312,0.04071337029458774,0.03156033201402667,0.00915303828056107
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,5,0.03703281473903219,0.03156033201402667,0.005472482725005515
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,7,0.035002804818397265,0.03156033201402667,0.003442472804370593
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,8,0.032167797377921074,0.03156033201402667,0.0006074653638944022
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,attribute_id,96,0.031430962887180336,0.03156033201402667,-0.00012936912684633622
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,104,0.04275771781703971,0.03891622445780975,0.0038414933592299597
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,108,0.03639763697800636,0.03891622445780975,-0.002518587479803387
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,11,0.04011237154119385,0.03891622445780975,0.0011961470833840998
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,123,0.033341528009839416,0.03891622445780975,-0.0055746964479703315
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,125,0.042141420808241674,0.03891622445780975,0.003225196350431926
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,130,0.04114018362964704,0.03891622445780975,0.002223959171837292
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,131,0.030880133638494386,0.03891622445780975,-0.008036090819315361
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,150,0.028015529909118864,0.03891622445780975,-0.010900694548690883
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,159,0.04438577069663453,0.03891622445780975,0.005469546238824785
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,194,0.04215374001772371,0.03891622445780975,0.0032375155599139657
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,195,0.03520884686035111,0.03891622445780975,-0.003707377597458636
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,25,0.042345054893454706,0.03891622445780975,0.0034288304356449584
selector_target_difference::raw_yes_minus_no::vision.late::vision_cls_attention,raw_yes_minus_no,vision.late,selector_target_difference,vision_cls_attention,,class_id,36,0.040815423115441965,0.03891622445780975,0.0018991986576322173
