attribute_id,attribute_name,attribute_group,stage,validation_positive,validation_negative,auroc_mean,auroc_sd,f1_mean,f1_sd
5,has_bill_shape::hooked_seabird,has_bill_shape,vision.middle,3,73,0.9315068493150684,0.0045662100456621,0.3968253968253968,0.0549857399228215
7,has_bill_shape::all-purpose,has_bill_shape,llm.early,34,42,0.6832399626517274,0.004502171223619477,0.44439410984519595,0.011440173021495604
7,has_bill_shape::all-purpose,has_bill_shape,llm.final,34,42,0.6309523809523809,0.008940577965548781,0.3032879818594104,0.020128708364604272
7,has_bill_shape::all-purpose,has_bill_shape,llm.late,34,42,0.6405228758169934,0.00991170576356779,0.32930051453205395,0.05443519434161679
7,has_bill_shape::all-purpose,has_bill_shape,llm.middle,34,42,0.6694677871148459,0.005558301073665149,0.4175146469318532,0.029908987118056462
7,has_bill_shape::all-purpose,has_bill_shape,projector.output,34,42,0.7026143790849674,0.005161845095120488,0.5062893081761006,0.019638358485529552
7,has_bill_shape::all-purpose,has_bill_shape,vision.early,34,42,0.5100373482726424,0.0068014949973545956,0.29663147310206134,0.019157927484421966
7,has_bill_shape::all-purpose,has_bill_shape,vision.final,34,42,0.7303921568627451,0.001852767024555029,0.49346405228758167,0.02040849019084443
7,has_bill_shape::all-purpose,has_bill_shape,vision.late,34,42,0.6916433239962652,0.000808613822394431,0.38575393154486587,0.0048068015011162295
7,has_bill_shape::all-purpose,has_bill_shape,vision.middle,34,42,0.5455182072829131,0.0014005602240896864,0.20512820512820512,0.0
8,has_bill_shape::cone,has_bill_shape,llm.early,21,55,0.7737373737373737,0.004270894253087653,0.5915065722952477,0.02276709858280628
8,has_bill_shape::cone,has_bill_shape,llm.final,21,55,0.7082251082251082,0.006060606060606044,0.47407407407407404,0.025660011963983372
8,has_bill_shape::cone,has_bill_shape,llm.late,21,55,0.7044733044733045,0.006998185081086335,0.5036868973340897,0.0137542321644721
8,has_bill_shape::cone,has_bill_shape,llm.middle,21,55,0.7321789321789322,0.0027831603927829527,0.5428743961352657,0.021764276921425227
8,has_bill_shape::cone,has_bill_shape,projector.output,21,55,0.8112554112554112,0.003121689415986149,0.625,0.0
8,has_bill_shape::cone,has_bill_shape,vision.early,21,55,0.5235209235209235,0.006081185427332011,0.2710526315789474,0.02591804684683185
8,has_bill_shape::cone,has_bill_shape,vision.final,21,55,0.8141414141414142,0.006381917572148893,0.5801530854162433,0.059965352681859964
8,has_bill_shape::cone,has_bill_shape,vision.late,21,55,0.7945165945165945,0.0034990925405431676,0.5,0.0
8,has_bill_shape::cone,has_bill_shape,vision.middle,21,55,0.5567099567099567,0.0031216894159861648,0.3186344238975818,0.004927598314562972
96,has_head_pattern::malar,has_head_pattern,llm.early,10,66,0.603030303030303,0.0060606060606061,0.19682539682539682,0.005498573992282162
96,has_head_pattern::malar,has_head_pattern,llm.final,10,66,0.5373737373737374,0.0068321965951862185,0.11484409310496267,0.04492315715396121
96,has_head_pattern::malar,has_head_pattern,llm.late,10,66,0.508080808080808,0.0031540393931305155,0.0,0.0
96,has_head_pattern::malar,has_head_pattern,llm.middle,10,66,0.43333333333333335,0.009216306864088239,0.0,0.0
96,has_head_pattern::malar,has_head_pattern,projector.output,10,66,0.5777777777777777,0.0031540393931305155,0.09523809523809523,0.0
96,has_head_pattern::malar,has_head_pattern,vision.early,10,66,0.45606060606060606,0.012121212121212116,0.0,0.0
96,has_head_pattern::malar,has_head_pattern,vision.final,10,66,0.6075757575757575,0.010606060606060619,0.07212475633528265,0.06253027264072296
96,has_head_pattern::malar,has_head_pattern,vision.late,10,66,0.5803030303030303,0.013121597027036937,0.044444444444444446,0.0769800358919501
96,has_head_pattern::malar,has_head_pattern,vision.middle,10,66,0.4409090909090909,0.017074890408461597,0.047619047619047616,0.08247860988423225
100,has_head_pattern::eyebrow,has_head_pattern,llm.early,14,62,0.6562980030721967,0.006550968551932387,0.41379310344827586,0.0
100,has_head_pattern::eyebrow,has_head_pattern,llm.final,14,62,0.6712749615975422,0.008334306610679985,0.4,0.0
100,has_head_pattern::eyebrow,has_head_pattern,llm.late,14,62,0.6877880184331797,0.010043545952858703,0.48,0.0
100,has_head_pattern::eyebrow,has_head_pattern,llm.middle,14,62,0.6647465437788018,0.005986350717403976,0.3945190611857278,0.030338142677794475
100,has_head_pattern::eyebrow,has_head_pattern,projector.output,14,62,0.684331797235023,0.003990900478269317,0.46153846153846156,0.0
100,has_head_pattern::eyebrow,has_head_pattern,vision.early,14,62,0.5745007680491552,0.02137813465394283,0.20935960591133004,0.004266134994012008
100,has_head_pattern::eyebrow,has_head_pattern,vision.final,14,62,0.6290322580645161,0.006414475072384855,0.5185185185185185,0.0
100,has_head_pattern::eyebrow,has_head_pattern,vision.late,14,62,0.7054531490015361,0.006651500797115508,0.5677777777777778,0.013471506281091259
100,has_head_pattern::eyebrow,has_head_pattern,vision.middle,14,62,0.6221198156682027,0.006096201177568176,0.1214630779848171,0.0454230025449395
101,has_head_pattern::eyering,has_head_pattern,llm.early,16,60,0.6784722222222221,0.006935758456749374,0.27956989247311825,0.03724840446384682
101,has_head_pattern::eyering,has_head_pattern,llm.final,16,60,0.6701388888888888,0.005242940580049165,0.29742587161942,0.02837517376781644
101,has_head_pattern::eyering,has_head_pattern,llm.late,16,60,0.6416666666666666,0.005799754544614615,0.2849181469871125,0.015685587250710842
101,has_head_pattern::eyering,has_head_pattern,llm.middle,16,60,0.6888888888888889,0.0026214702900245784,0.4080808080808081,0.01399637016217274
101,has_head_pattern::eyering,has_head_pattern,projector.output,16,60,0.6885416666666666,0.0018042195912176063,0.3103641456582633,0.028139761019326293
101,has_head_pattern::eyering,has_head_pattern,vision.early,16,60,0.43333333333333335,0.001041666666666663,0.21621621621621623,0.0
101,has_head_pattern::eyering,has_head_pattern,vision.final,16,60,0.7795138888888888,0.005242940580049165,0.38620689655172413,0.036493121531925375
101,has_head_pattern::eyering,has_head_pattern,vision.late,16,60,0.7239583333333334,0.00454051973285484,0.35714285714285715,0.0
101,has_head_pattern::eyering,has_head_pattern,vision.middle,16,60,0.6236111111111111,0.0033484898475670383,0.09477682811016144,0.03342128476849398
102,has_head_pattern::plain,has_head_pattern,llm.early,13,63,0.7671957671957672,0.003524726918129635,0.5384615384615384,0.0
102,has_head_pattern::plain,has_head_pattern,llm.final,13,63,0.7102157102157103,0.005770226649881065,0.4166666666666667,0.0
102,has_head_pattern::plain,has_head_pattern,llm.late,13,63,0.706959706959707,0.006798247085262578,0.4187192118226601,0.008532269988024015
102,has_head_pattern::plain,has_head_pattern,llm.middle,13,63,0.8017908017908019,0.004622636016117422,0.5123456790123456,0.010691671651659719
102,has_head_pattern::plain,has_head_pattern,projector.output,13,63,0.7488807488807488,0.003072785687940872,0.5185185185185185,0.0
102,has_head_pattern::plain,has_head_pattern,vision.early,13,63,0.6687016687016687,0.009245272032234908,0.41186054089279894,0.021446051054942124
102,has_head_pattern::plain,has_head_pattern,vision.final,13,63,0.7948717948717948,0.0012210012210012167,0.518974358974359,0.03375278496800889
102,has_head_pattern::plain,has_head_pattern,vision.late,13,63,0.7798127798127799,0.0007049453836259142,0.4588888888888889,0.03656551704867628
102,has_head_pattern::plain,has_head_pattern,vision.middle,13,63,0.8221408221408221,0.002541716727064866,0.4045584045584046,0.03454232379766989
103,has_head_pattern::eyeline,has_head_pattern,llm.early,7,69,0.5293305728088337,0.009562737377881997,0.1824074074074074,0.05094275816103303
103,has_head_pattern::eyeline,has_head_pattern,llm.final,7,69,0.6583850931677019,0.005477745985640978,0.24387959866220735,0.015420635454080046
103,has_head_pattern::eyeline,has_head_pattern,llm.late,7,69,0.6597653554175293,0.0011953421722352094,0.2608695652173913,0.0
103,has_head_pattern::eyeline,has_head_pattern,llm.middle,7,69,0.6880607315389924,0.008619734987437403,0.24025641025641026,0.009617948376159507
103,has_head_pattern::eyeline,has_head_pattern,projector.output,7,69,0.3547273982056591,0.009562737377881997,0.0,0.0
103,has_head_pattern::eyeline,has_head_pattern,vision.early,7,69,0.4251207729468599,0.004781368688940998,0.11587301587301586,0.03878346578689085
103,has_head_pattern::eyeline,has_head_pattern,vision.final,7,69,0.4189095928226363,0.002390684344470483,0.0,0.0
103,has_head_pattern::eyeline,has_head_pattern,vision.late,7,69,0.5017253278122843,0.0031625781193622103,0.0,0.0
103,has_head_pattern::eyeline,has_head_pattern,vision.middle,7,69,0.5238095238095238,0.0074649094730103085,0.0,0.0
104,has_head_pattern::striped,has_head_pattern,llm.early,14,62,0.5157450076804916,0.0054444880486781335,0.1978494623655914,0.003724840446384692
104,has_head_pattern::striped,has_head_pattern,llm.final,14,62,0.5303379416282642,0.006944370706614843,0.20229885057471264,0.003981725994411204
104,has_head_pattern::striped,has_head_pattern,llm.late,14,62,0.5407066052227343,0.0006651500797115956,0.2859575503253664,0.010219285440026739
104,has_head_pattern::striped,has_head_pattern,llm.middle,14,62,0.5226574500768049,0.00579864395950134,0.26375955787720495,0.025832931867690943
104,has_head_pattern::striped,has_head_pattern,projector.output,14,62,0.5956221198156683,0.005279465086354674,0.21711366538952745,0.008848279987580466
104,has_head_pattern::striped,has_head_pattern,vision.early,14,62,0.5552995391705069,0.00502177297642937,0.16666666666666666,0.0
104,has_head_pattern::striped,has_head_pattern,vision.final,14,62,0.5898617511520737,0.0019954502391346584,0.30050125313283205,0.015043858344319717
104,has_head_pattern::striped,has_head_pattern,vision.late,14,62,0.5852534562211982,0.020251608100514924,0.30389363722697055,0.0065794902471752416
104,has_head_pattern::striped,has_head_pattern,vision.middle,14,62,0.4519969278033794,0.006651500797115508,0.09872408293460926,0.007261596451567595
105,has_head_pattern::capped,has_head_pattern,llm.early,9,67,0.3969043670536208,0.0025332093393896425,0.0,0.0
105,has_head_pattern::capped,has_head_pattern,llm.final,9,67,0.5417357656163626,0.010661858221108865,0.1832512315270936,0.03515184783233749
105,has_head_pattern::capped,has_head_pattern,llm.late,9,67,0.5013819789939193,0.0025332093393896425,0.09700176366843033,0.039711923277593306
105,has_head_pattern::capped,has_head_pattern,llm.middle,9,67,0.47429519071310117,0.007599628018168909,0.03508771929824561,0.06077371254627639
105,has_head_pattern::capped,has_head_pattern,projector.output,9,67,0.41846323935876173,0.0038298525319378305,0.07017543859649122,0.06077371254627639
105,has_head_pattern::capped,has_head_pattern,vision.early,9,67,0.4566058595909342,0.005330929110554433,0.15794871794871795,0.003552924733474617
105,has_head_pattern::capped,has_head_pattern,vision.final,9,67,0.4886677722498618,0.007659705063875629,0.0,0.0
105,has_head_pattern::capped,has_head_pattern,vision.late,9,67,0.494195688225539,0.010874690753402996,0.10588235294117647,0.010188534162169862
105,has_head_pattern::capped,has_head_pattern,vision.middle,9,67,0.5284687672747375,0.013404483861782354,0.0,0.0
107,has_breast_color::brown,has_breast_color,llm.early,14,61,0.5694769711163153,0.009095378764817374,0.15384615384615385,0.0
107,has_breast_color::brown,has_breast_color,llm.final,14,61,0.6178766588602654,0.007796637141076581,0.23432098765432097,0.06500114310837556
107,has_breast_color::brown,has_breast_color,llm.late,14,61,0.6135831381733021,0.008443913994060874,0.19130434782608696,0.04274158513893741
107,has_breast_color::brown,has_breast_color,llm.middle,14,61,0.5804059328649492,0.0064491458399134755,0.15384615384615385,0.0
107,has_breast_color::brown,has_breast_color,projector.output,14,61,0.551912568306011,0.011067483902230883,0.1835897435897436,0.04085863443495814
107,has_breast_color::brown,has_breast_color,vision.early,14,61,0.592896174863388,0.0017886712314425625,0.23081232492997197,0.0038813463474932845
107,has_breast_color::brown,has_breast_color,vision.final,14,61,0.6471506635441062,0.0013521083587579071,0.2526115859449193,0.03783206892125751
107,has_breast_color::brown,has_breast_color,vision.late,14,61,0.5999219359875098,0.005280151935389812,0.12121212121212122,0.0524863881081478
107,has_breast_color::brown,has_breast_color,vision.middle,14,61,0.607728337236534,0.007312644026227641,0.2805396309289524,0.025142376842759124
111,has_breast_color::grey,has_breast_color,llm.early,19,56,0.5363408521303258,0.004441556039711062,0.0,0.0
111,has_breast_color::grey,has_breast_color,llm.final,19,56,0.4909147869674185,0.006799039603449478,0.21518817204301074,0.03765432460736991
111,has_breast_color::grey,has_breast_color,llm.late,19,56,0.5053258145363408,0.004822933683690682,0.2239525398591027,0.029541838023050927
111,has_breast_color::grey,has_breast_color,llm.middle,19,56,0.5068922305764411,0.004822933683690635,0.19975490196078433,0.031268016721012426
111,has_breast_color::grey,has_breast_color,projector.output,19,56,0.525062656641604,0.0010852448668977688,0.025641025641025644,0.04441155916843275
111,has_breast_color::grey,has_breast_color,vision.early,19,56,0.5272556390977444,0.009538431922079172,0.16923076923076924,0.026646935501059652
111,has_breast_color::grey,has_breast_color,vision.final,19,56,0.6071428571428571,0.0058693590210511645,0.18153846153846154,0.042745981505999404
111,has_breast_color::grey,has_breast_color,vision.late,19,56,0.5166040100250626,0.007538351764107748,0.16,0.0
111,has_breast_color::grey,has_breast_color,vision.middle,19,56,0.5303884711779449,0.002871288029420998,0.15194681861348527,0.0032897451235876208
117,has_breast_color::black,has_breast_color,llm.early,30,45,0.5597530864197531,0.0038011862514421403,0.30444375920786654,0.006619906697915276
117,has_breast_color::black,has_breast_color,llm.final,30,45,0.5809876543209876,0.002993668062464724,0.2647342995169082,0.003346958082258702
117,has_breast_color::black,has_breast_color,llm.late,30,45,0.554074074074074,0.01164165455222349,0.2478204804754296,0.01800998060751548
117,has_breast_color::black,has_breast_color,llm.middle,30,45,0.5785185185185185,0.004124269898392599,0.23003391921060745,0.021897651282862765
117,has_breast_color::black,has_breast_color,projector.output,30,45,0.5207407407407407,0.009011500044886243,0.18181818181818182,0.0
117,has_breast_color::black,has_breast_color,vision.early,30,45,0.5323456790123456,0.005608798366222503,0.3648953301127214,0.023195114434822348
117,has_breast_color::black,has_breast_color,vision.final,30,45,0.6162962962962963,0.000740740740740764,0.34782608695652173,0.0
117,has_breast_color::black,has_breast_color,vision.late,30,45,0.6076543209876544,0.003500604167594498,0.4109977324263039,0.00490944106453764
117,has_breast_color::black,has_breast_color,vision.middle,30,45,0.5802469135802469,0.0015419748144193527,0.31978319783197834,0.03476033245294094
118,has_breast_color::white,has_breast_color,llm.early,41,34,0.6116690578670493,0.003610633398025237,0.5684537684537685,0.012650565338886912
118,has_breast_color::white,has_breast_color,llm.final,41,34,0.6690578670492587,0.005431763123673146,0.5066810151555914,0.05716031720790483
118,has_breast_color::white,has_breast_color,llm.late,41,34,0.6432329029172644,0.007466520801528427,0.49991326220834414,0.008066964365569751
118,has_breast_color::white,has_breast_color,llm.middle,41,34,0.6236250597800096,0.001805316699012589,0.5049614662517888,0.019771567671826706
118,has_breast_color::white,has_breast_color,projector.output,41,34,0.6226685796269728,0.003994092082374444,0.5368716931216931,0.00486852905566647
118,has_breast_color::white,has_breast_color,vision.early,41,34,0.5449545671927307,0.005572061309292703,0.3361566215177145,0.039468902927478684
118,has_breast_color::white,has_breast_color,vision.final,41,34,0.6305595408895266,0.0061291275074013335,0.43742690058479533,0.032412646691347385
118,has_breast_color::white,has_breast_color,vision.late,41,34,0.648493543758967,0.005021520803443369,0.44796825494478454,0.026763145663679797
118,has_breast_color::white,has_breast_color,vision.middle,41,34,0.5282161645145863,0.018010358735198996,0.3683660130718954,0.020903591641977165
120,has_breast_color::buff,has_breast_color,llm.early,26,49,0.5672422815279958,0.001812716700752305,0.2799145299145299,0.046372936782501505
120,has_breast_color::buff,has_breast_color,llm.final,26,49,0.6242804814233386,0.008392995778307408,0.43902439024390244,0.0
120,has_breast_color::buff,has_breast_color,llm.late,26,49,0.5889586603872318,0.011571608784665623,0.35014592453616844,0.008756384150960828
120,has_breast_color::buff,has_breast_color,llm.middle,26,49,0.5805860805860806,0.0035394425061404714,0.3508771929824561,0.030386856273138196
120,has_breast_color::buff,has_breast_color,projector.output,26,49,0.5528519099947671,0.0037094314177806903,0.3815746113618454,0.03828195743621189
120,has_breast_color::buff,has_breast_color,vision.early,26,49,0.46807953950811093,0.004463297255162743,0.22926829268292684,0.02534708498881283
120,has_breast_color::buff,has_breast_color,vision.final,26,49,0.575353218210361,0.0027190750511284895,0.3168300785997893,0.04798578204831602
120,has_breast_color::buff,has_breast_color,vision.late,26,49,0.5855572998430141,0.00748774883372802,0.2564102564102564,0.0
120,has_breast_color::buff,has_breast_color,vision.middle,26,49,0.6261119832548404,0.009029531097193799,0.22582096266306792,0.026491105468889706
294,has_crown_color::blue,has_crown_color,llm.early,4,71,1.0,0.0,0.8888888888888888,0.0
294,has_crown_color::blue,has_crown_color,llm.final,4,71,1.0,0.0,0.6153846153846154,0.0
294,has_crown_color::blue,has_crown_color,llm.late,4,71,1.0,0.0,0.6495726495726496,0.029607706112288457
294,has_crown_color::blue,has_crown_color,llm.middle,4,71,1.0,0.0,0.8888888888888888,0.0
294,has_crown_color::blue,has_crown_color,projector.output,4,71,1.0,0.0,0.8,0.0
294,has_crown_color::blue,has_crown_color,vision.early,4,71,0.784037558685446,0.012365790789733298,0.0,0.0
294,has_crown_color::blue,has_crown_color,vision.final,4,71,1.0,0.0,0.8888888888888888,0.0
294,has_crown_color::blue,has_crown_color,vision.late,4,71,1.0,0.0,0.7757575757575758,0.04198911048651825
294,has_crown_color::blue,has_crown_color,vision.middle,4,71,0.9741784037558686,0.005378609970605439,0.0,0.0
295,has_crown_color::brown,has_crown_color,llm.early,33,42,0.6616161616161617,0.0014430014430014126,0.534019439679817,0.009903092095876923
295,has_crown_color::brown,has_crown_color,llm.final,33,42,0.6421356421356421,0.0021645021645021467,0.42671156004489336,0.016717886582595227
295,has_crown_color::brown,has_crown_color,llm.late,33,42,0.651996151996152,0.011044696972780198,0.4120244535338875,0.02601035448044784
295,has_crown_color::brown,has_crown_color,llm.middle,33,42,0.6414141414141414,0.005905737930643891,0.5202661826981246,0.005239113150541032
295,has_crown_color::brown,has_crown_color,projector.output,33,42,0.6334776334776335,0.00374902772201059,0.45614035087719296,0.0
295,has_crown_color::brown,has_crown_color,vision.early,33,42,0.5562770562770563,0.004388717554327751,0.36267850536440993,0.048289181371777394
295,has_crown_color::brown,has_crown_color,vision.final,33,42,0.5964405964405964,0.007227022222855582,0.4117405582922824,0.017945396547121826
295,has_crown_color::brown,has_crown_color,vision.late,33,42,0.6469456469456469,0.0020827931788947583,0.391744595274007,0.03154048239269349
295,has_crown_color::brown,has_crown_color,vision.middle,33,42,0.5976430976430976,0.012293773851978898,0.2899510055846781,0.026040620052014542
299,has_crown_color::grey,has_crown_color,llm.early,18,57,0.5851202079272255,0.004905675396537169,0.3741935483870968,0.04469808535661621
299,has_crown_color::grey,has_crown_color,llm.final,18,57,0.5994152046783625,0.002578704981544446,0.4352092352092352,0.01899507379152014
299,has_crown_color::grey,has_crown_color,llm.late,18,57,0.5828460038986355,0.013505269454728087,0.36155913978494625,0.0342939538230459
299,has_crown_color::grey,has_crown_color,llm.middle,18,57,0.6380766731643924,0.006341527386596226,0.46164874551971324,0.008691294374897603
299,has_crown_color::grey,has_crown_color,projector.output,18,57,0.5705003248862898,0.004606058115255979,0.4364364364364364,0.006935138368644125
299,has_crown_color::grey,has_crown_color,vision.early,18,57,0.43079922027290446,0.012443611437430526,0.13486590038314175,0.0026544839962741413
299,has_crown_color::grey,has_crown_color,vision.final,18,57,0.6306042884990254,0.008496879032243014,0.3117948717948718,0.007105849466949234
299,has_crown_color::grey,has_crown_color,vision.late,18,57,0.564327485380117,0.002923976608187162,0.2553366174055829,0.03555112495010011
299,has_crown_color::grey,has_crown_color,vision.middle,18,57,0.5012995451591943,0.0011254391212273725,0.2472144413320884,0.026681206646649323
305,has_crown_color::black,has_crown_color,llm.early,24,51,0.7222222222222222,0.001415074189190254,0.46963562753036436,0.0070123514476472465
305,has_crown_color::black,has_crown_color,llm.final,24,51,0.6557734204793029,0.0020560551294310247,0.4564189827944791,0.015064159037278943
305,has_crown_color::black,has_crown_color,llm.late,24,51,0.6879084967320261,0.009207048749660624,0.4316686024003097,0.043056912908360764
305,has_crown_color::black,has_crown_color,llm.middle,24,51,0.6873638344226579,0.008659102993237794,0.3996101364522417,0.018569745500251103
305,has_crown_color::black,has_crown_color,projector.output,24,51,0.7023420479302832,0.002626266547111425,0.55,0.0
305,has_crown_color::black,has_crown_color,vision.early,24,51,0.5648148148148148,0.0017007075159036972,0.38675213675213677,0.0322387678846877
305,has_crown_color::black,has_crown_color,vision.final,24,51,0.7077886710239651,0.004924602755998169,0.524390243902439,0.021122570824010718
305,has_crown_color::black,has_crown_color,vision.late,24,51,0.6944444444444444,0.004969577230635782,0.48672964462438145,0.02259535466464121
305,has_crown_color::black,has_crown_color,vision.middle,24,51,0.559368191721133,0.006552946304747234,0.25700280112044815,0.025929283727694135
306,has_crown_color::white,has_crown_color,llm.early,10,65,0.696923076923077,0.008140773264814091,0.36413827718175545,0.016568849579265008
306,has_crown_color::white,has_crown_color,llm.final,10,65,0.7646153846153846,0.002664693550106007,0.38974358974358975,0.00888231183368655
306,has_crown_color::white,has_crown_color,llm.late,10,65,0.7615384615384615,0.0067059983746779964,0.40042735042735045,0.016029913960265856
306,has_crown_color::white,has_crown_color,llm.middle,10,65,0.6866666666666666,0.003202563076101763,0.36363636363636365,0.0
306,has_crown_color::white,has_crown_color,projector.output,10,65,0.7046153846153846,0.005547001962252342,0.44191919191919193,0.021869328378394896
306,has_crown_color::white,has_crown_color,vision.early,10,65,0.602051282051282,0.006217618283580553,0.15223443223443223,0.00868433202211719
306,has_crown_color::white,has_crown_color,vision.final,10,65,0.7748717948717949,0.008473185457363235,0.41403508771929826,0.012154742509255252
306,has_crown_color::white,has_crown_color,vision.late,10,65,0.8164102564102564,0.008473185457363214,0.42105263157894735,0.0
306,has_crown_color::white,has_crown_color,vision.middle,10,65,0.6805128205128205,0.011750194089630366,0.3157894736842105,0.0
308,has_crown_color::buff,has_crown_color,llm.early,16,59,0.4198446327683616,0.011811955285083144,0.20935960591133004,0.004266134994012008
308,has_crown_color::buff,has_crown_color,llm.final,16,59,0.506002824858757,0.007053313684829861,0.21428571428571427,0.0
308,has_crown_color::buff,has_crown_color,llm.late,16,59,0.5024717514124294,0.007950798198585959,0.23022562792677734,0.07122972252485539
308,has_crown_color::buff,has_crown_color,llm.middle,16,59,0.4343220338983051,0.005605405320052084,0.14652014652014653,0.0063445084526332594
308,has_crown_color::buff,has_crown_color,projector.output,16,59,0.3386299435028248,0.0030579993071484335,0.15197132616487455,0.03607095519830573
308,has_crown_color::buff,has_crown_color,vision.early,16,59,0.618997175141243,0.006385290014133145,0.31746031746031744,0.02749286996141075
308,has_crown_color::buff,has_crown_color,vision.final,16,59,0.4597457627118644,0.007415254237288116,0.16603511431097637,0.0772616744343995
308,has_crown_color::buff,has_crown_color,vision.late,16,59,0.4081920903954802,0.007808384317618647,0.15004748338081672,0.0032897451235876208
308,has_crown_color::buff,has_crown_color,vision.middle,16,59,0.4798728813559322,0.011458319731347423,0.09828470380194518,0.034369179743552684
309,has_wing_pattern::solid,has_wing_pattern,llm.early,18,54,0.7115912208504801,0.007298970045882281,0.5,0.0
309,has_wing_pattern::solid,has_wing_pattern,llm.final,18,54,0.6378600823045267,0.018773958426846312,0.432183908045977,0.04433862418847336
309,has_wing_pattern::solid,has_wing_pattern,llm.late,18,54,0.6460905349794238,0.009921451400198558,0.4942528735632184,0.034787921725107016
309,has_wing_pattern::solid,has_wing_pattern,llm.middle,18,54,0.6903292181069959,0.004714584048308499,0.5648604269293924,0.01137635998403202
309,has_wing_pattern::solid,has_wing_pattern,projector.output,18,54,0.7311385459533608,0.004157872308978774,0.5123456790123456,0.010691671651659719
309,has_wing_pattern::solid,has_wing_pattern,vision.early,18,54,0.5847050754458162,0.010904055621114291,0.3440860215053763,0.03724840446384682
309,has_wing_pattern::solid,has_wing_pattern,vision.final,18,54,0.6611796982167353,0.009885826684087527,0.43222222222222223,0.04220759980716127
309,has_wing_pattern::solid,has_wing_pattern,vision.late,18,54,0.7047325102880658,0.008790127309997404,0.48,0.0
309,has_wing_pattern::solid,has_wing_pattern,vision.middle,18,54,0.4735939643347051,0.0025891064592835247,0.35802469135802467,0.021383343303319473
310,has_wing_pattern::spotted,has_wing_pattern,llm.early,7,65,0.7831501831501831,0.003357198311322948,0.3704874835309618,0.026753180809479974
310,has_wing_pattern::spotted,has_wing_pattern,llm.final,7,65,0.9406593406593406,0.0058148380462957824,0.6444444444444444,0.03849001794597504
310,has_wing_pattern::spotted,has_wing_pattern,llm.late,7,65,0.9238095238095239,0.0045750901087168215,0.5159869370395685,0.03576858561934966
310,has_wing_pattern::spotted,has_wing_pattern,llm.middle,7,65,0.8761904761904762,0.005075606762106582,0.398895790200138,0.031078896478116506
310,has_wing_pattern::spotted,has_wing_pattern,projector.output,7,65,0.7509157509157509,0.005075606762106582,0.3482652613087396,0.015156288034024957
310,has_wing_pattern::spotted,has_wing_pattern,vision.early,7,65,0.7428571428571429,0.003806705071579937,0.30511463844797176,0.02500431548281803
310,has_wing_pattern::spotted,has_wing_pattern,vision.final,7,65,0.7501831501831502,0.011278244921861243,0.4551728464771943,0.02071106197408126
310,has_wing_pattern::spotted,has_wing_pattern,vision.late,7,65,0.7750915750915751,0.00553101423829357,0.5458089668615984,0.01688158681841014
310,has_wing_pattern::spotted,has_wing_pattern,vision.middle,7,65,0.6087912087912087,0.013186813186813195,0.2222222222222222,0.0
311,has_wing_pattern::striped,has_wing_pattern,llm.early,33,39,0.6767676767676768,0.006216006216006209,0.5094218200100553,0.029232642217618347
311,has_wing_pattern::striped,has_wing_pattern,llm.final,33,39,0.6591556591556591,0.003987258305708548,0.4692543684140323,0.03511694314398682
